SN,Area,Perimeter,Major_Axis_Length,Norm_Major_Axis,Minor_Axis_Length,Norm_Minor_Axis,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Binned_Roundness,Aspect_Ration,Compactness,Class,Bi-level Class
332372,74249,1082.226,434.4474,-0.393956839,218.4924,0.431644909,75291,307.4683,0.8643,0.9862,0.7379,0.7966,0.8,1.9884,0.7077,Ürgüp Sivrisi,-1
332374,97267,1259.324,519.9828,1.127059064,239.0269,0.565292861,98109,351.915,0.8881,0.9914,0.745,0.7707,0.8,2.1754,0.6768,Ürgüp Sivrisi,-1
332376,83194,1209.651,517.5243,1.083341286,205.1858,0.345039448,84025,325.4626,0.918,0.9901,0.7399,0.7145,0.7,2.5222,0.6289,Ürgüp Sivrisi,-1
332378,71719,1037.991,407.5559,-0.872149484,226.0236,0.480661416,72393,302.1845,0.8321,0.9907,0.7385,0.8365,0.8,1.8032,0.7415,Ürgüp Sivrisi,-1
332381,109005,1325.519,535.6968,1.406490082,259.8848,0.701045649,110274,372.5446,0.8744,0.9885,0.726,0.7796,0.8,2.0613,0.6954,Ürgüp Sivrisi,-1
332383,115744,1430.169,612.3201,2.769028373,241.1586,0.579166943,116606,383.8878,0.9192,0.9926,0.6971,0.7111,0.7,2.5391,0.6269,Ürgüp Sivrisi,-1
332384,108954,1419.753,620.0968,2.907315964,224.5037,0.470769209,110095,372.4574,0.9322,0.9896,0.7406,0.6792,0.7,2.7621,0.6006,Ürgüp Sivrisi,-1
332386,83192,1234.263,541.2917,1.505980256,196.1894,0.286486747,83761,325.4587,0.932,0.9932,0.7515,0.6862,0.7,2.759,0.6013,Ürgüp Sivrisi,-1
332387,88385,1227.384,516.8186,1.070792319,218.3544,0.430746742,89255,335.4628,0.9064,0.9903,0.7137,0.7373,0.7,2.3669,0.6491,Ürgüp Sivrisi,-1
332390,84329,1139.891,461.9137,0.09445707,233.7635,0.531036238,84990,327.6752,0.8625,0.9922,0.679,0.8156,0.8,1.976,0.7094,Ürgüp Sivrisi,-1
332391,86279,1195.527,504.1621,0.845730675,218.3972,0.431025304,86983,331.4421,0.9013,0.9919,0.7287,0.7586,0.8,2.3085,0.6574,Ürgüp Sivrisi,-1
332395,75634,1110.387,429.9836,-0.473333457,229.97,0.506346398,76640,310.3227,0.845,0.9869,0.5793,0.7709,0.8,1.8697,0.7217,Ürgüp Sivrisi,-1
332397,88874,1241.548,529.5777,1.297678427,213.9558,0.402118634,89806,336.3895,0.9148,0.9896,0.6354,0.7245,0.7,2.4752,0.6352,Ürgüp Sivrisi,-1
332400,77802,1087.467,435.5175,-0.374928003,228.234,0.495047714,78490,314.7389,0.8517,0.9912,0.6352,0.8267,0.8,1.9082,0.7227,Ürgüp Sivrisi,-1
332403,92741,1190.617,473.0509,0.29250207,250.7205,0.641400178,93415,343.6299,0.848,0.9928,0.6655,0.8221,0.8,1.8868,0.7264,Ürgüp Sivrisi,-1
332407,82455,1267.162,559.186,1.824182017,188.5021,0.23645427,83197,324.0138,0.9415,0.9911,0.4822,0.6453,0.6,2.9665,0.5794,Ürgüp Sivrisi,-1
332408,62717,997.479,405.5403,-0.907991482,198.0148,0.298367288,63319,282.5841,0.8727,0.9905,0.6033,0.7921,0.8,2.048,0.6968,Ürgüp Sivrisi,-1
332409,65453,1041.835,433.845,-0.404668895,193.0942,0.266341764,66027,288.6821,0.8955,0.9913,0.5797,0.7578,0.8,2.2468,0.6654,Ürgüp Sivrisi,-1
332410,81158,1187.532,506.2746,0.883295777,205.4392,0.346688691,82178,321.4554,0.914,0.9876,0.7536,0.7232,0.7,2.4644,0.6349,Ürgüp Sivrisi,-1
332414,60780,1022.444,434.3616,-0.39548256,179.0683,0.175054769,61611,278.1861,0.9111,0.9865,0.5717,0.7306,0.7,2.4257,0.6404,Ürgüp Sivrisi,-1
332417,92335,1267.897,539.7985,1.47942773,218.4157,0.43114571,93195,342.8769,0.9145,0.9908,0.5455,0.7218,0.7,2.4714,0.6352,Ürgüp Sivrisi,-1
332420,99165,1293.379,534.1621,1.37919959,237.2381,0.55365053,100300,355.332,0.896,0.9887,0.6314,0.7449,0.7,2.2516,0.6652,Ürgüp Sivrisi,-1
332423,79222,1175.302,501.3075,0.794969329,201.7184,0.322472017,79890,317.5981,0.9155,0.9916,0.5486,0.7207,0.7,2.4852,0.6335,Ürgüp Sivrisi,-1
332425,95502,1232.353,507.0525,0.897128626,241.1062,0.5788259,96193,348.7075,0.8797,0.9928,0.7463,0.7902,0.8,2.103,0.6877,Ürgüp Sivrisi,-1
332427,105232,1295.678,518.4524,1.099845036,262.7622,0.719773089,107405,366.0404,0.8621,0.9798,0.6571,0.7877,0.8,1.9731,0.706,Ürgüp Sivrisi,-1
332430,68120,1071.353,454.3408,-0.040206488,192.2492,0.260842116,68672,294.5048,0.9061,0.992,0.7174,0.7458,0.7,2.3633,0.6482,Ürgüp Sivrisi,-1
332432,98701,1311.768,559.2086,1.824583897,225.4859,0.477161817,99574,354.4997,0.9151,0.9912,0.6782,0.7208,0.7,2.48,0.6339,Ürgüp Sivrisi,-1
332433,75019,1156.906,498.474,0.74458319,192.8054,0.264462121,75706,309.0585,0.9222,0.9909,0.6628,0.7043,0.7,2.5854,0.62,Ürgüp Sivrisi,-1
332434,82804,1169.725,491.6745,0.62367246,216.365,0.417798813,83373,324.6988,0.898,0.9932,0.7362,0.7605,0.8,2.2724,0.6604,Ürgüp Sivrisi,-1
332436,74674,1080.253,424.157,-0.57694379,227.5276,0.490450138,75586,308.347,0.8439,0.9879,0.6945,0.8041,0.8,1.8642,0.727,Ürgüp Sivrisi,-1
332438,97037,1293.859,548.9082,1.641419123,226.4816,0.48364229,97866,351.4987,0.9109,0.9915,0.5465,0.7284,0.7,2.4236,0.6404,Ürgüp Sivrisi,-1
332441,67675,1055.24,437.4783,-0.340060474,197.9687,0.298067248,68422,293.5413,0.8918,0.9891,0.5709,0.7637,0.8,2.2098,0.671,Ürgüp Sivrisi,-1
332443,91350,1282.514,530.1989,1.30872479,219.6541,0.439205786,92091,341.0432,0.9101,0.992,0.5783,0.6979,0.7,2.4138,0.6432,Ürgüp Sivrisi,-1
332447,66642,1021.869,416.4739,-0.713566957,204.2621,0.339027584,67266,291.2923,0.8715,0.9907,0.671,0.802,0.8,2.0389,0.6994,Ürgüp Sivrisi,-1
332451,99270,1245.963,495.6917,0.695107505,255.7247,0.673969809,100359,355.52,0.8567,0.9891,0.6966,0.8036,0.8,1.9384,0.7172,Ürgüp Sivrisi,-1
332455,72484,1154.288,480.2578,0.420657308,192.8015,0.264436738,73387,303.7919,0.9159,0.9877,0.6522,0.6836,0.7,2.4909,0.6326,Ürgüp Sivrisi,-1
332459,106032,1345.16,562.2168,1.878076603,242.1901,0.585880419,106974,367.4291,0.9025,0.9912,0.5597,0.7364,0.7,2.3214,0.6535,Ürgüp Sivrisi,-1
332462,68785,1077.077,452.9371,-0.065167499,193.7411,0.270552087,69507,295.9388,0.9039,0.9896,0.674,0.7451,0.7,2.3378,0.6534,Ürgüp Sivrisi,-1
332465,57894,965.186,383.122,-1.306640355,193.3357,0.267913557,58879,271.5013,0.8633,0.9833,0.7792,0.7809,0.8,1.9816,0.7087,Ürgüp Sivrisi,-1
332468,60862,993.659,412.4361,-0.785368317,188.213,0.234572674,61487,278.3737,0.8898,0.9898,0.6192,0.7746,0.8,2.1913,0.6749,Ürgüp Sivrisi,-1
332472,78570,1148.576,476.6729,0.356909551,210.3751,0.378813794,79264,316.2885,0.8973,0.9912,0.5888,0.7484,0.7,2.2658,0.6635,Ürgüp Sivrisi,-1
332475,87082,1237.487,529.3358,1.293376889,210.2035,0.377696943,88025,332.9808,0.9178,0.9893,0.7429,0.7146,0.7,2.5182,0.6291,Ürgüp Sivrisi,-1
332478,74626,1125.769,473.1751,0.294710632,201.5642,0.321468412,75383,308.2479,0.9047,0.99,0.5713,0.7399,0.7,2.3475,0.6514,Ürgüp Sivrisi,-1
332481,79128,1170.56,492.7192,0.642249626,204.7474,0.342186139,79812,317.4097,0.9096,0.9914,0.5452,0.7257,0.7,2.4065,0.6442,Ürgüp Sivrisi,-1
332483,71463,1048.397,410.8773,-0.813087362,224.0957,0.468113757,72035,301.6447,0.8382,0.9921,0.6622,0.817,0.8,1.8335,0.7341,Ürgüp Sivrisi,-1
332485,103437,1252.586,492.4117,0.63678157,268.2352,0.755393885,104424,362.9051,0.8386,0.9905,0.7225,0.8285,0.8,1.8357,0.737,Ürgüp Sivrisi,-1
332488,66894,1032.502,413.9267,-0.758862025,206.4048,0.352973259,67682,291.8426,0.8668,0.9884,0.6249,0.7885,0.8,2.0054,0.7051,Ürgüp Sivrisi,-1
332490,107367,1326.818,540.1562,1.485788458,253.6974,0.66077521,108296,369.7349,0.8828,0.9914,0.7006,0.7664,0.8,2.1291,0.6845,Ürgüp Sivrisi,-1
332491,67870,1028.585,406.9337,-0.883213629,212.9481,0.395560059,68558,293.9639,0.8521,0.99,0.6959,0.8061,0.8,1.911,0.7224,Ürgüp Sivrisi,-1
332495,76132,1135.567,465.7347,0.162403228,208.9388,0.369465695,77129,311.3427,0.8937,0.9871,0.7452,0.7419,0.7,2.229,0.6685,Ürgüp Sivrisi,-1
332497,84130,1144.557,456.6034,2.77E-05,235.264,0.540802181,84914,327.2883,0.857,0.9908,0.7556,0.807,0.8,1.9408,0.7168,Ürgüp Sivrisi,-1
332499,82296,1171.846,484.4867,0.495856865,216.6252,0.419492314,83021,323.7013,0.8945,0.9913,0.7578,0.7531,0.8,2.2365,0.6681,Ürgüp Sivrisi,-1
332503,77975,1115.537,457.1558,0.009850679,218.222,0.429885022,78637,315.0886,0.8787,0.9916,0.7354,0.7874,0.8,2.0949,0.6892,Ürgüp Sivrisi,-1
332507,78063,1153.225,478.5349,0.390020188,208.8095,0.368624151,78850,315.2664,0.8998,0.99,0.7102,0.7376,0.7,2.2917,0.6588,Ürgüp Sivrisi,-1
332508,67440,1010.592,395.426,-1.08784697,217.939,0.428043128,68229,293.0312,0.8344,0.9884,0.7241,0.8298,0.8,1.8144,0.7411,Ürgüp Sivrisi,-1
332512,95090,1275.547,541.6973,1.513192756,224.2368,0.469032101,95993,347.9545,0.9103,0.9906,0.7743,0.7344,0.7,2.4157,0.6423,Ürgüp Sivrisi,-1
332513,73755,1110.608,462.093,0.097645436,205.238,0.345379189,74576,306.4438,0.896,0.989,0.7517,0.7514,0.8,2.2515,0.6632,Ürgüp Sivrisi,-1
332516,93720,1192.994,472.7226,0.286664142,252.9003,0.655587317,94547,345.4389,0.8449,0.9913,0.6811,0.8275,0.8,1.8692,0.7307,Ürgüp Sivrisi,-1
332517,85669,1246.563,454.3999,-0.039155554,242.7739,0.589680057,87064,330.2683,0.8453,0.984,0.7486,0.6928,0.7,1.8717,0.7268,Ürgüp Sivrisi,-1
332519,63928,1029.559,412.399,-0.78602804,198.9269,0.304303653,64857,285.2992,0.876,0.9857,0.7424,0.7579,0.8,2.0731,0.6918,Ürgüp Sivrisi,-1
332522,81479,1256.515,555.6465,1.761241576,189.8791,0.245416418,82557,322.0905,0.9398,0.9869,0.7438,0.6485,0.6,2.9263,0.5797,Ürgüp Sivrisi,-1
332524,97248,1244.141,513.9794,1.020304821,242.3916,0.587191873,97960,351.8807,0.8818,0.9927,0.7582,0.7895,0.8,2.1205,0.6846,Ürgüp Sivrisi,-1
332527,87308,1228.182,527.9617,1.268942235,210.7195,0.381055308,87964,333.4127,0.9169,0.9925,0.7778,0.7273,0.7,2.5055,0.6315,Ürgüp Sivrisi,-1
332529,85361,1128.448,439.45,-0.304999119,248.4933,0.626904538,86223,329.6741,0.8248,0.99,0.7643,0.8424,0.8,1.7685,0.7502,Ürgüp Sivrisi,-1
332533,84253,1193.276,502.8338,0.822110449,213.714,0.400544888,85011,327.5275,0.9052,0.9911,0.6348,0.7436,0.7,2.3528,0.6514,Ürgüp Sivrisi,-1
332536,101375,1359.786,589.4822,2.362918049,220.4501,0.444386519,102089,359.2696,0.9274,0.993,0.5154,0.689,0.7,2.674,0.6095,Ürgüp Sivrisi,-1
332539,82318,1195.483,507.8251,0.910867229,206.8698,0.355999693,83200,323.7445,0.9133,0.9894,0.7343,0.7238,0.7,2.4548,0.6375,Ürgüp Sivrisi,-1
332541,72559,1056.814,421.9056,-0.616978854,219.8629,0.440564752,73258,303.949,0.8535,0.9905,0.7434,0.8164,0.8,1.9189,0.7204,Ürgüp Sivrisi,-1
332542,79868,1180.283,505.0959,0.862335784,201.8932,0.323609696,80583,318.8904,0.9166,0.9911,0.7707,0.7205,0.7,2.5018,0.6313,Ürgüp Sivrisi,-1
332546,84542,1169.42,483.3424,0.475508582,224.0558,0.46785407,85293,328.0887,0.8861,0.9912,0.617,0.7769,0.8,2.1572,0.6788,Ürgüp Sivrisi,-1
332548,84359,1211.758,519.9932,1.127244,207.1412,0.357766089,85081,327.7335,0.9172,0.9915,0.6489,0.722,0.7,2.5103,0.6303,Ürgüp Sivrisi,-1
332552,61409,1022.513,438.3143,-0.325194474,178.5525,0.171697706,61903,279.6218,0.9133,0.992,0.6271,0.7381,0.7,2.4548,0.6379,Ürgüp Sivrisi,-1
332554,57996,962.79,392.6507,-1.13719818,190.1349,0.247081282,58666,271.7403,0.8749,0.9886,0.7161,0.7862,0.8,2.0651,0.6921,Ürgüp Sivrisi,-1
332556,89236,1249.029,523.925,1.197160436,217.9624,0.428195426,90416,337.0739,0.9094,0.9869,0.5421,0.7188,0.7,2.4037,0.6434,Ürgüp Sivrisi,-1
332560,81699,1192.305,507.8643,0.911564295,206.5593,0.353978816,82471,322.525,0.9136,0.9906,0.6794,0.7222,0.7,2.4587,0.6351,Ürgüp Sivrisi,-1
332563,92511,1166.975,464.7539,0.144962351,253.8035,0.661465757,93135,343.2035,0.8377,0.9933,0.7353,0.8537,0.9,1.8312,0.7385,Ürgüp Sivrisi,-1
332566,93398,1241.998,509.9614,0.948855551,234.5406,0.536093961,94916,344.8449,0.888,0.984,0.7422,0.7609,0.8,2.1743,0.6762,Ürgüp Sivrisi,-1
332569,83068,1212.686,524.5961,1.209094135,202.6843,0.328758537,83803,325.216,0.9223,0.9912,0.7585,0.7098,0.7,2.5882,0.6199,Ürgüp Sivrisi,-1
332572,125697,1403.472,569.1473,2.001316814,282.2073,0.846330726,126538,400.053,0.8684,0.9934,0.6595,0.8019,0.8,2.0168,0.7029,Ürgüp Sivrisi,-1
332576,80021,1208.54,528.9318,1.286192841,192.8197,0.264555192,80685,319.1957,0.9312,0.9918,0.7732,0.6885,0.7,2.7431,0.6035,Ürgüp Sivrisi,-1
332580,93104,1223.003,510.9152,0.965816306,232.4347,0.522387797,93789,344.3017,0.8905,0.9927,0.7188,0.7822,0.8,2.1981,0.6739,Ürgüp Sivrisi,-1
332583,71620,1142.696,493.5908,0.657748676,185.1402,0.214573481,72311,301.9759,0.927,0.9904,0.6802,0.6893,0.7,2.666,0.6118,Ürgüp Sivrisi,-1
332585,78504,1183.688,511.3972,0.974387373,196.6523,0.289499513,79546,316.1557,0.9231,0.9869,0.7696,0.7041,0.7,2.6005,0.6182,Ürgüp Sivrisi,-1
332589,67628,1060.599,446.1656,-0.185580324,194.1681,0.273331199,68180,293.4393,0.9003,0.9919,0.7456,0.7555,0.8,2.2978,0.6577,Ürgüp Sivrisi,-1
332591,117469,1408.886,594.9076,2.459394124,252.0248,0.649889161,118327,386.7379,0.9058,0.9927,0.7619,0.7437,0.7,2.3605,0.6501,Ürgüp Sivrisi,-1
332594,91175,1271.51,543.4178,1.543787198,215.2632,0.410627793,91936,340.7163,0.9182,0.9917,0.7695,0.7087,0.7,2.5244,0.627,Ürgüp Sivrisi,-1
332596,90959,1232.104,508.8192,0.928544611,228.2186,0.494947483,91689,340.3125,0.8938,0.992,0.7475,0.7529,0.8,2.2295,0.6688,Ürgüp Sivrisi,-1
332598,98410,1327.267,573.2172,2.073688985,219.4334,0.437769369,99166,353.9767,0.9238,0.9924,0.748,0.702,0.7,2.6123,0.6175,Ürgüp Sivrisi,-1
332600,112075,1349.97,550.9824,1.678303163,260.353,0.70409291,112998,377.7543,0.8813,0.9918,0.7456,0.7728,0.8,2.1163,0.6856,Ürgüp Sivrisi,-1
332603,87984,1264.041,545.023,1.572331342,205.9718,0.350155097,88755,334.7009,0.9258,0.9913,0.7808,0.692,0.7,2.6461,0.6141,Ürgüp Sivrisi,-1
332606,77985,1129.177,464.0672,0.132751247,214.7612,0.407360547,78725,315.1088,0.8865,0.9906,0.734,0.7686,0.8,2.1609,0.679,Ürgüp Sivrisi,-1
332608,95149,1234.35,502.4897,0.815991561,241.8111,0.583413713,96002,348.0625,0.8766,0.9911,0.7231,0.7848,0.8,2.078,0.6927,Ürgüp Sivrisi,-1
332612,69872,1074.934,446.3577,-0.182164345,199.7382,0.309583966,70550,298.268,0.8943,0.9904,0.687,0.7599,0.8,2.2347,0.6682,Ürgüp Sivrisi,-1
332613,80229,1134.806,456.8394,0.00422436,225.2395,0.475558133,81291,319.6103,0.87,0.9869,0.7439,0.7829,0.8,2.0282,0.6996,Ürgüp Sivrisi,-1
332617,88581,1198.677,482.075,0.452971298,235.5557,0.542700698,89909,335.8345,0.8725,0.9852,0.6207,0.7747,0.8,2.0465,0.6966,Ürgüp Sivrisi,-1
332619,73018,1117.48,465.5536,0.159182854,199.8413,0.310254988,73679,304.9088,0.9032,0.991,0.5634,0.7348,0.7,2.3296,0.6549,Ürgüp Sivrisi,-1
332622,80769,1130.348,464.1034,0.133394966,222.6008,0.458384262,81408,320.6841,0.8775,0.9922,0.7668,0.7944,0.8,2.0849,0.691,Ürgüp Sivrisi,-1
332625,75239,1154.733,492.458,0.63760489,195.5003,0.282001768,75925,309.5113,0.9178,0.991,0.5295,0.7091,0.7,2.519,0.6285,Ürgüp Sivrisi,-1
332627,84635,1124.284,432.9209,-0.421101516,250.5192,0.640090025,85438,328.2691,0.8156,0.9906,0.702,0.8414,0.8,1.7281,0.7583,Ürgüp Sivrisi,-1
332629,85346,1189.936,491.5606,0.621647057,222.7623,0.459435378,86234,329.6451,0.8914,0.9897,0.5997,0.7574,0.8,2.2067,0.6706,Ürgüp Sivrisi,-1
332633,94521,1246.389,508.1957,0.917457349,237.3195,0.554180318,95494,346.9119,0.8843,0.9898,0.583,0.7646,0.8,2.1414,0.6826,Ürgüp Sivrisi,-1
332635,74469,1081.579,436.8619,-0.351021482,217.8388,0.42739098,75103,307.9235,0.8668,0.9916,0.6396,0.8,0.8,2.0054,0.7049,Ürgüp Sivrisi,-1
332637,78934,1143.315,471.8917,0.271888832,213.7342,0.400676359,79704,317.0203,0.8915,0.9903,0.6333,0.7588,0.8,2.2078,0.6718,Ürgüp Sivrisi,-1
332639,76774,1112.949,460.2221,0.064376536,212.8887,0.395173457,77445,312.6527,0.8866,0.9913,0.6331,0.7789,0.8,2.1618,0.6794,Ürgüp Sivrisi,-1
332642,74462,1148.402,494.4006,0.672148781,192.1733,0.260348124,75087,307.909,0.9214,0.9917,0.6424,0.7095,0.7,2.5727,0.6228,Ürgüp Sivrisi,-1
332644,65428,975.181,378.9867,-1.380175488,220.616,0.445466273,66000,288.627,0.8131,0.9913,0.7015,0.8646,0.9,1.7179,0.7616,Ürgüp Sivrisi,-1
332647,91752,1219.544,498.367,0.742680484,234.9741,0.538915378,92712,341.7927,0.8819,0.9896,0.5971,0.7752,0.8,2.1209,0.6858,Ürgüp Sivrisi,-1
332650,68778,1025.168,408.2745,-0.859371125,215.9211,0.414909708,69437,295.9238,0.8487,0.9905,0.6374,0.8224,0.8,1.8909,0.7248,Ürgüp Sivrisi,-1
332653,79951,1214.305,520.657,1.139047888,196.2335,0.28677377,80756,319.0561,0.9263,0.99,0.5136,0.6814,0.7,2.6533,0.6128,Ürgüp Sivrisi,-1
332655,72826,1068.76,435.5519,-0.374316292,213.7546,0.400809132,73578,304.5077,0.8713,0.9898,0.6267,0.8012,0.8,2.0376,0.6991,Ürgüp Sivrisi,-1
332657,76345,1134.263,474.9657,0.326551613,205.4259,0.346602129,77175,311.7779,0.9016,0.9892,0.5781,0.7457,0.7,2.3121,0.6564,Ürgüp Sivrisi,-1
332661,101155,1310.605,558.5865,1.81352153,231.2201,0.514482623,101903,358.8796,0.9103,0.9927,0.5509,0.74,0.7,2.4158,0.6425,Ürgüp Sivrisi,-1
332665,99147,1258.034,516.8344,1.071073279,244.9297,0.603710993,99985,355.2997,0.8806,0.9916,0.6579,0.7872,0.8,2.1101,0.6875,Ürgüp Sivrisi,-1
332668,99695,1279.76,535.8074,1.408456804,237.3569,0.554423735,100429,356.2802,0.8965,0.9927,0.5877,0.7649,0.8,2.2574,0.6649,Ürgüp Sivrisi,-1
332669,77220,1170.052,498.061,0.737239101,198.7009,0.302832742,77949,313.5595,0.917,0.9906,0.6362,0.7088,0.7,2.5066,0.6296,Ürgüp Sivrisi,-1
332672,87144,1190.491,486.849,0.537863985,228.9883,0.499957044,88042,333.0994,0.8825,0.9898,0.6038,0.7727,0.8,2.1261,0.6842,Ürgüp Sivrisi,-1
332674,87356,1166.878,474.4727,0.317784941,234.9271,0.538609481,88135,333.5043,0.8688,0.9912,0.6738,0.8062,0.8,2.0197,0.7029,Ürgüp Sivrisi,-1
332675,95817,1261.135,523.8675,1.196137954,233.9625,0.532331421,96609,349.2821,0.8947,0.9918,0.6487,0.7571,0.8,2.2391,0.6667,Ürgüp Sivrisi,-1
332677,68320,1080.104,455.0934,-0.026823531,192.1897,0.260454863,69205,294.9368,0.9065,0.9872,0.5434,0.7359,0.7,2.3679,0.6481,Ürgüp Sivrisi,-1
332679,101320,1265.097,510.9445,0.966337327,253.691,0.660733555,102756,359.1721,0.868,0.986,0.7481,0.7955,0.8,2.014,0.703,Ürgüp Sivrisi,-1
332682,85763,1137.091,454.044,-0.045484274,241.3613,0.580486208,86401,330.4495,0.847,0.9926,0.654,0.8335,0.8,1.8812,0.7278,Ürgüp Sivrisi,-1
332684,83008,1157.37,481.4471,0.441805794,220.2771,0.443260556,83541,325.0986,0.8892,0.9936,0.6418,0.7787,0.8,2.1856,0.6753,Ürgüp Sivrisi,-1
332686,88660,1171.153,473.4125,0.298932149,239.5984,0.569012445,89222,335.9843,0.8625,0.9937,0.7112,0.8123,0.8,1.9759,0.7097,Ürgüp Sivrisi,-1
332690,65267,1070.158,457.9331,0.023672858,182.0538,0.194485773,65914,288.2716,0.9176,0.9902,0.7434,0.7162,0.7,2.5154,0.6295,Ürgüp Sivrisi,-1
332691,74428,1120.092,473.5977,0.302225431,200.3558,0.313603591,75046,307.8387,0.9061,0.9918,0.6637,0.7455,0.7,2.3638,0.65,Ürgüp Sivrisi,-1
332693,86092,1220.39,514.0893,1.022259095,213.696,0.400427736,87032,331.0827,0.9095,0.9892,0.541,0.7264,0.7,2.4057,0.644,Ürgüp Sivrisi,-1
332694,97073,1238.127,500.902,0.787758608,247.4459,0.620087578,97845,351.5639,0.8695,0.9921,0.6068,0.7958,0.8,2.0243,0.7019,Ürgüp Sivrisi,-1
332695,73873,1085.918,443.1738,-0.238781401,213.5191,0.39927639,74764,306.6888,0.8763,0.9881,0.6932,0.7872,0.8,2.0756,0.692,Ürgüp Sivrisi,-1
332698,76110,1175.506,504.107,0.84475087,194.2488,0.273856431,76890,311.2977,0.9228,0.9899,0.6969,0.6922,0.7,2.5952,0.6175,Ürgüp Sivrisi,-1
332699,95971,1303.774,558.417,1.81050743,219.8414,0.44042482,96950,349.5627,0.9192,0.9899,0.7065,0.7095,0.7,2.5401,0.626,Ürgüp Sivrisi,-1
332702,88634,1217.359,505.928,0.877132433,224.0619,0.467893772,89534,335.935,0.8966,0.9899,0.7393,0.7516,0.8,2.258,0.664,Ürgüp Sivrisi,-1
332705,77706,1125.991,462.3283,0.101829611,215.104,0.409591646,78360,314.5447,0.8852,0.9917,0.6177,0.7702,0.8,2.1493,0.6803,Ürgüp Sivrisi,-1
332706,101632,1323.275,558.9798,1.820515307,232.1504,0.520537443,102412,359.7247,0.9097,0.9924,0.7451,0.7294,0.7,2.4078,0.6435,Ürgüp Sivrisi,-1
332709,96168,1293.681,545.6095,1.582760659,225.1099,0.474714637,97215,349.9213,0.9109,0.9892,0.5429,0.7221,0.7,2.4237,0.6413,Ürgüp Sivrisi,-1
332711,85314,1187.038,475.5123,0.336271417,229.6895,0.504520776,86356,329.5833,0.8756,0.9879,0.6255,0.7609,0.8,2.0702,0.6931,Ürgüp Sivrisi,-1
332712,61934,1014.244,420.2845,-0.645805736,188.4084,0.235844427,62707,280.8146,0.8939,0.9877,0.7521,0.7566,0.8,2.2307,0.6682,Ürgüp Sivrisi,-1
332714,65789,1047.017,424.7019,-0.567254216,198.0334,0.298488345,66544,289.4221,0.8846,0.9887,0.5879,0.7541,0.8,2.1446,0.6815,Ürgüp Sivrisi,-1
332717,76982,1142.664,471.2041,0.259661724,208.6451,0.36755416,78015,313.0759,0.8966,0.9868,0.7045,0.7409,0.7,2.2584,0.6644,Ürgüp Sivrisi,-1
332720,63752,1016.122,411.8515,-0.795763848,197.9054,0.297655263,64556,284.9062,0.877,0.9875,0.7264,0.7759,0.8,2.0811,0.6918,Ürgüp Sivrisi,-1
332723,74014,1156.549,496.6674,0.712457692,191.653,0.256961773,74728,306.9814,0.9225,0.9904,0.6688,0.6953,0.7,2.5915,0.6181,Ürgüp Sivrisi,-1
332726,74941,1034.963,388.8436,-1.204897163,246.4869,0.613845966,75646,308.8978,0.7734,0.9907,0.7344,0.8792,0.9,1.5775,0.7944,Ürgüp Sivrisi,-1
332730,109945,1339.451,560.0814,1.840104286,250.8681,0.642360826,110866,374.1475,0.8941,0.9917,0.7763,0.7701,0.8,2.2326,0.668,Ürgüp Sivrisi,-1
332731,74272,1166.435,501.9174,0.805814752,188.9874,0.239612825,75425,307.5159,0.9264,0.9847,0.6367,0.686,0.7,2.6558,0.6127,Ürgüp Sivrisi,-1
332733,67958,1075.298,433.4113,-0.412381077,200.431,0.314093027,69034,294.1544,0.8866,0.9844,0.5658,0.7386,0.7,2.1624,0.6787,Ürgüp Sivrisi,-1
332735,64226,1031.793,428.7935,-0.494496169,191.6066,0.256659781,64959,285.9634,0.8946,0.9887,0.7419,0.7581,0.8,2.2379,0.6669,Ürgüp Sivrisi,-1
332738,66684,1050.377,440.6173,-0.284241843,192.9502,0.265404546,67302,291.3841,0.899,0.9908,0.725,0.7595,0.8,2.2836,0.6613,Ürgüp Sivrisi,-1
332741,105056,1277.271,518.9068,1.107925312,258.4526,0.691724234,105896,365.7341,0.8671,0.9921,0.6128,0.8092,0.8,2.0077,0.7048,Ürgüp Sivrisi,-1
332744,105093,1320.361,548.6545,1.636907754,244.7915,0.602811524,106199,365.7985,0.8949,0.9896,0.5704,0.7575,0.8,2.2413,0.6667,Ürgüp Sivrisi,-1
332747,85803,1226.959,528.8235,1.284267018,206.7888,0.355472508,86510,330.5265,0.9204,0.9918,0.5415,0.7162,0.7,2.5573,0.625,Ürgüp Sivrisi,-1
332751,71369,1102.261,459.4141,0.05000844,199.3489,0.307050223,72310,301.4462,0.901,0.987,0.6055,0.7382,0.7,2.3046,0.6562,Ürgüp Sivrisi,-1
332752,71664,1061.808,435.6846,-0.371956581,210.2183,0.377793268,72533,302.0686,0.8759,0.988,0.636,0.7988,0.8,2.0725,0.6933,Ürgüp Sivrisi,-1
332753,81001,1108.076,442.0752,-0.258317032,233.7499,0.530947723,81872,321.1443,0.8488,0.9894,0.7179,0.829,0.8,1.8912,0.7264,Ürgüp Sivrisi,-1
332754,71387,1137.932,490.0827,0.5953666,186.0777,0.220675162,72376,301.4842,0.9251,0.9863,0.6089,0.6928,0.7,2.6338,0.6152,Ürgüp Sivrisi,-1
